Target_Return
0.008434
0.019616
-0.002708
-0.002708
0.020338
0.009956
-0.005661
0.007099
-0.005585
-0.005614
0.003292
-0.023584
-0.021264
-0.006823
-0.012444
0.004206
-0.011139
-0.017402
0.01888
-0.002603
0.001089
-0.017556
-0.006599
0.001637
-0.014162
0.004984
-0.007302
-0.003431
-0.007316
0.023855
6.8e-05
-0.013003
0.010658
-0.015029
0.002874
-0.024155
-0.01636
0.002722
0.009588
0.0024
-0.001218
-0.003549
-0.018221
-0.008792
-0.00555
0.013649
0.004578
-0.021734
0.004331
-0.004603
-0.008256
0.007976
0.013315
0.012043
-0.010282
-0.003651
0.004421
0.012608
-0.005782
-0.002099
-0.013607
-0.014723
0.01053
0.017476
-0.000669
0.012965
0.004806
-0.007859
0.004803
0.019809
-0.000213
0.020151
-0.032237
0.010649
0.001336
-0.003523
0.001395
-0.024498
-0.002526
0.004749
0.019037
-0.006272
-0.009899
-0.006065
0.011841
0.00439
-0.006416
0.006727
0.001462
0.01252
-0.00857
-0.003883
-0.004691
-0.018036
0.003977
0.003533
0.000303
-0.002714
-0.01744
-0.005049
-0.004071
-0.009821
-0.001792
0.005343
0.024292
0.002441
0.003489
-0.0007
-0.023652
-9.6e-05
0.000997
0.031766
-0.002183
0.004045
-0.000199
-0.014381
0.014744
0.009759
0.010256
-0.011156
0.018073
-0.017273
0.007661
0.028226
-0.012167
-0.006873
0.001495
-0.006087
-0.019113
0.001103
-0.01306
0.006224
-0.011281
0.019962
-0.009584
-0.003812
0.010543
-0.015153
0.003109
0.016847
-0.019815
0.002568
0.003518
0.010139
-0.015229
-0.016264
0.006837
0.003988
0.0034
0.004614
-0.008295
0.003169
0.003938
-0.008724
0.024029
0.006227
-0.014662
0.008546
-0.01197
0.010206
0.014946
-0.010051
0.012452
0.005453
0.010651
0.024429
-0.002849
-0.009215
-0.010909
-0.00999
-0.000733
0.004547
0.003731
0.010717
0.000402
0.018724
-0.003091
0.035111
0.008154
-0.010506
-0.013166
0.006337
-0.002574
0.009276
0.00622
-0.000679
-0.010376
-0.018671
-0.005373
0.011089
0.00294
-0.015338
0.002423
0.005106
-0.010838
0.002177
0.000972
-0.014062
0.004757
0.00733
0.01398
0.013606
-0.016973
-0.011511
0.00675
0.006734
0.00675
0.049987
0.007458
0.014651
0.012333
0.008481
-0.003727
0.009848
-0.009454
-0.002742
-0.00586
0.00127
0.029837
-0.023018
0.008924
-0.01988
-0.005691
0.014055
0.001048
-0.013252
-0.008736
0.008839
-0.008924
0.00297
0.000813
-0.00794
0.027624
0.008259
-0.02496
0.002591
-0.008067
0.011038
-0.009699
-0.001207
0.006622
0.011208
-0.014774
-0.003968
-0.005729
-0.007961
0.022735
0.005355
-0.015526
0.011872
0.027342
0.013334
-0.018727
-0.005846
0.016332
-0.00864
0.005847
0.010048
-0.011375
-0.000512
-0.039785
-0.012588
-0.00294
-0.015363
0.021022
-0.017623
-0.005292
0.001887
0.018567
-0.017694
0.015004
0.000367
-0.012055
0.006078
0.00275
-0.007297
0.001118
-0.004606
0.00167
0.008617
0.020426
-0.01524
0.027483
-0.024062
-0.001673
0.00768
0.003785
-0.007578
-0.002381
-0.005955
-0.007161
0.011002
0.004747
-0.008456
0.011639
0.004118
0.010534
0.008204
-0.010154
-0.006796
0.0097
0.00796
-2.5e-05
0.001718
0.016469
-0.007189
0.007156
-0.002307
-0.002501
0.014181
0.010694
0.010543
0.016826
0.000503
0.008869
-0.003664
0.004332
-0.001401
0.001461
0.007766
-0.01002
0.026957
-0.01236
-0.014946
0.014939
0.010264
0.008134
0.008188
8.4e-05
-0.011005
0.001194
-0.008259
0.012602
-0.001613
-0.010111
-0.003804
0.005455
-0.006841
-0.01007
0.003314
0.00333
-0.00613
-0.00568
0.003167
-0.017845
-0.017342
-0.008775
-0.002448
0.004164
0.019004
0.011105
-0.001775
-1e-06
-0.012316
5e-06
-0.003393
0.004313
-0.010132
0.006804
0.019741
-0.001132
0.005313
0.008973
-0.004805
0.003066
0.000397
0.00147
-0.009456
0.000547
0.006534
0.018693
0.0124
0.027744
-0.009385
0.011292
0.002551
0.028218
-0.009896
-0.010288
-0.007287
-0.026172
-0.006365
-0.009283
0.002135
0.004554
0.024163
0.012287
-0.007006
-0.01102
0.006456
-0.016262
0.023586
